Navn;Stasjon;Tid(norsk normaltid);Lufttemperatur
Trondheim - Voll;SN68860;19.08.2023 20:00;21,1
Trondheim - Voll;SN68860;19.08.2023 21:00;20,3
Trondheim - Voll;SN68860;19.08.2023 22:00;20,6
Trondheim - Voll;SN68860;19.08.2023 23:00;19,7
Trondheim - Voll;SN68860;20.08.2023 00:00;19,6
Trondheim - Voll;SN68860;20.08.2023 01:00;18,9
Trondheim - Voll;SN68860;20.08.2023 02:00;18,1
Trondheim - Voll;SN68860;20.08.2023 03:00;17,3
Trondheim - Voll;SN68860;20.08.2023 04:00;17,6
Trondheim - Voll;SN68860;20.08.2023 05:00;18,1
Trondheim - Voll;SN68860;20.08.2023 06:00;18,1
Trondheim - Voll;SN68860;20.08.2023 07:00;18,4
Trondheim - Voll;SN68860;20.08.2023 08:00;18,4
Trondheim - Voll;SN68860;20.08.2023 09:00;18,5
Trondheim - Voll;SN68860;20.08.2023 10:00;18,4
Trondheim - Voll;SN68860;20.08.2023 11:00;17,4
Trondheim - Voll;SN68860;20.08.2023 12:00;17,3
Trondheim - Voll;SN68860;20.08.2023 13:00;17,6
Trondheim - Voll;SN68860;20.08.2023 14:00;17,2
Trondheim - Voll;SN68860;20.08.2023 15:00;17,3
Trondheim - Voll;SN68860;20.08.2023 16:00;17,1
Trondheim - Voll;SN68860;20.08.2023 17:00;16,8
Trondheim - Voll;SN68860;20.08.2023 18:00;16,3
Trondheim - Voll;SN68860;20.08.2023 19:00;16,3
Trondheim - Voll;SN68860;20.08.2023 20:00;16,2
Trondheim - Voll;SN68860;20.08.2023 21:00;15,9
Trondheim - Voll;SN68860;20.08.2023 22:00;15,7
Trondheim - Voll;SN68860;20.08.2023 23:00;15,5
Trondheim - Voll;SN68860;21.08.2023 00:00;14,8
Trondheim - Voll;SN68860;21.08.2023 01:00;15
Trondheim - Voll;SN68860;21.08.2023 02:00;15,4
Trondheim - Voll;SN68860;21.08.2023 03:00;15
Trondheim - Voll;SN68860;21.08.2023 04:00;14,7
Trondheim - Voll;SN68860;21.08.2023 05:00;14,7
Trondheim - Voll;SN68860;21.08.2023 06:00;14,7
Trondheim - Voll;SN68860;21.08.2023 07:00;14,8
Trondheim - Voll;SN68860;21.08.2023 08:00;15,3
Trondheim - Voll;SN68860;21.08.2023 09:00;15,5
Trondheim - Voll;SN68860;21.08.2023 10:00;15,7
Trondheim - Voll;SN68860;21.08.2023 11:00;15,6
Trondheim - Voll;SN68860;21.08.2023 12:00;15,9
Trondheim - Voll;SN68860;21.08.2023 13:00;16,2
Trondheim - Voll;SN68860;21.08.2023 14:00;16,5
Trondheim - Voll;SN68860;21.08.2023 15:00;15,9
Trondheim - Voll;SN68860;21.08.2023 16:00;15,6
Trondheim - Voll;SN68860;21.08.2023 17:00;14,8
Trondheim - Voll;SN68860;21.08.2023 18:00;14,6
Trondheim - Voll;SN68860;21.08.2023 19:00;14,4
Trondheim - Voll;SN68860;21.08.2023 20:00;14
Trondheim - Voll;SN68860;21.08.2023 21:00;13,8
Trondheim - Voll;SN68860;21.08.2023 22:00;13,8
Trondheim - Voll;SN68860;21.08.2023 23:00;13,9
Trondheim - Voll;SN68860;22.08.2023 00:00;13,8
Trondheim - Voll;SN68860;22.08.2023 01:00;13,7
Trondheim - Voll;SN68860;22.08.2023 02:00;13,6
Trondheim - Voll;SN68860;22.08.2023 03:00;13,5
Trondheim - Voll;SN68860;22.08.2023 04:00;13,4
Trondheim - Voll;SN68860;22.08.2023 05:00;13,2
Trondheim - Voll;SN68860;22.08.2023 06:00;13
Trondheim - Voll;SN68860;22.08.2023 07:00;13,2
Trondheim - Voll;SN68860;22.08.2023 08:00;13,7
Trondheim - Voll;SN68860;22.08.2023 09:00;14,2
Trondheim - Voll;SN68860;22.08.2023 10:00;14,8
Trondheim - Voll;SN68860;22.08.2023 11:00;15,7
Trondheim - Voll;SN68860;22.08.2023 12:00;16
Trondheim - Voll;SN68860;22.08.2023 13:00;16,1
Trondheim - Voll;SN68860;22.08.2023 14:00;17,2
Trondheim - Voll;SN68860;22.08.2023 15:00;16,7
Trondheim - Voll;SN68860;22.08.2023 16:00;17,1
Trondheim - Voll;SN68860;22.08.2023 17:00;17,2
Trondheim - Voll;SN68860;22.08.2023 18:00;17,6
Trondheim - Voll;SN68860;22.08.2023 19:00;16,2
Trondheim - Voll;SN68860;22.08.2023 20:00;14,5
Trondheim - Voll;SN68860;22.08.2023 21:00;13,3
Trondheim - Voll;SN68860;22.08.2023 22:00;12,4
Trondheim - Voll;SN68860;22.08.2023 23:00;11,3
Trondheim - Voll;SN68860;23.08.2023 00:00;10,6
Trondheim - Voll;SN68860;23.08.2023 01:00;10,9
Trondheim - Voll;SN68860;23.08.2023 02:00;10
Trondheim - Voll;SN68860;23.08.2023 03:00;9,9
Trondheim - Voll;SN68860;23.08.2023 04:00;10,1
Trondheim - Voll;SN68860;23.08.2023 05:00;9,8
Trondheim - Voll;SN68860;23.08.2023 06:00;10,3
Trondheim - Voll;SN68860;23.08.2023 07:00;10,2
Trondheim - Voll;SN68860;23.08.2023 08:00;10,9
Trondheim - Voll;SN68860;23.08.2023 09:00;12,2
Trondheim - Voll;SN68860;23.08.2023 10:00;13,6
Trondheim - Voll;SN68860;23.08.2023 11:00;15,6
Trondheim - Voll;SN68860;23.08.2023 12:00;17
Trondheim - Voll;SN68860;23.08.2023 13:00;18,2
Trondheim - Voll;SN68860;23.08.2023 14:00;18,7
Trondheim - Voll;SN68860;23.08.2023 15:00;20,2
Trondheim - Voll;SN68860;23.08.2023 16:00;19,9
Trondheim - Voll;SN68860;23.08.2023 17:00;19,3
Trondheim - Voll;SN68860;23.08.2023 18:00;17
Trondheim - Voll;SN68860;23.08.2023 19:00;16,6
Trondheim - Voll;SN68860;23.08.2023 20:00;16,1
Trondheim - Voll;SN68860;23.08.2023 21:00;15,6
Trondheim - Voll;SN68860;23.08.2023 22:00;14,1
Trondheim - Voll;SN68860;23.08.2023 23:00;13,5
Trondheim - Voll;SN68860;24.08.2023 00:00;12,8
Trondheim - Voll;SN68860;24.08.2023 01:00;12,7
Trondheim - Voll;SN68860;24.08.2023 02:00;12,3
Trondheim - Voll;SN68860;24.08.2023 03:00;12,1
Trondheim - Voll;SN68860;24.08.2023 04:00;12,1
Trondheim - Voll;SN68860;24.08.2023 05:00;11,9
Trondheim - Voll;SN68860;24.08.2023 06:00;12
Trondheim - Voll;SN68860;24.08.2023 07:00;12
Trondheim - Voll;SN68860;24.08.2023 08:00;12,3
Trondheim - Voll;SN68860;24.08.2023 09:00;12,5
Trondheim - Voll;SN68860;24.08.2023 10:00;12,5
Trondheim - Voll;SN68860;24.08.2023 11:00;12,7
Trondheim - Voll;SN68860;24.08.2023 12:00;13,7
Trondheim - Voll;SN68860;24.08.2023 13:00;14,7
Trondheim - Voll;SN68860;24.08.2023 14:00;15
Trondheim - Voll;SN68860;24.08.2023 15:00;16
Trondheim - Voll;SN68860;24.08.2023 16:00;16,2
Trondheim - Voll;SN68860;24.08.2023 17:00;15,8
Trondheim - Voll;SN68860;24.08.2023 18:00;15
Trondheim - Voll;SN68860;24.08.2023 19:00;14,6
Trondheim - Voll;SN68860;24.08.2023 20:00;13,6
Trondheim - Voll;SN68860;24.08.2023 21:00;12,9
Trondheim - Voll;SN68860;24.08.2023 22:00;12,4
Trondheim - Voll;SN68860;24.08.2023 23:00;10,7
Trondheim - Voll;SN68860;25.08.2023 00:00;10,6
Trondheim - Voll;SN68860;25.08.2023 01:00;11,1
Trondheim - Voll;SN68860;25.08.2023 02:00;10,8
Trondheim - Voll;SN68860;25.08.2023 03:00;11,2
Trondheim - Voll;SN68860;25.08.2023 04:00;11
Trondheim - Voll;SN68860;25.08.2023 05:00;11,2
Trondheim - Voll;SN68860;25.08.2023 06:00;10,4
Trondheim - Voll;SN68860;25.08.2023 07:00;12,2
Trondheim - Voll;SN68860;25.08.2023 08:00;13,6
Trondheim - Voll;SN68860;25.08.2023 09:00;14,5
Trondheim - Voll;SN68860;25.08.2023 10:00;15,4
Trondheim - Voll;SN68860;25.08.2023 11:00;17
Trondheim - Voll;SN68860;25.08.2023 12:00;18,1
Trondheim - Voll;SN68860;25.08.2023 13:00;18,6
Trondheim - Voll;SN68860;25.08.2023 14:00;18,7
Trondheim - Voll;SN68860;25.08.2023 15:00;20,1
Trondheim - Voll;SN68860;25.08.2023 16:00;19,6
Trondheim - Voll;SN68860;25.08.2023 17:00;19,7
Trondheim - Voll;SN68860;25.08.2023 18:00;18,5
Trondheim - Voll;SN68860;25.08.2023 19:00;18
Trondheim - Voll;SN68860;25.08.2023 20:00;16,9
Trondheim - Voll;SN68860;25.08.2023 21:00;16,4
Trondheim - Voll;SN68860;25.08.2023 22:00;15,8
Trondheim - Voll;SN68860;25.08.2023 23:00;15
Trondheim - Voll;SN68860;26.08.2023 00:00;14,8
Trondheim - Voll;SN68860;26.08.2023 01:00;14,1
Trondheim - Voll;SN68860;26.08.2023 02:00;14,2
Trondheim - Voll;SN68860;26.08.2023 03:00;13,8
Trondheim - Voll;SN68860;26.08.2023 04:00;13,5
Trondheim - Voll;SN68860;26.08.2023 05:00;13,6
Trondheim - Voll;SN68860;26.08.2023 06:00;13,8
Trondheim - Voll;SN68860;26.08.2023 07:00;13,9
Trondheim - Voll;SN68860;26.08.2023 08:00;14,1
Trondheim - Voll;SN68860;26.08.2023 09:00;14,8
Trondheim - Voll;SN68860;26.08.2023 10:00;16,1
Trondheim - Voll;SN68860;26.08.2023 11:00;16,9
Trondheim - Voll;SN68860;26.08.2023 12:00;16,9
Trondheim - Voll;SN68860;26.08.2023 13:00;18,8
Trondheim - Voll;SN68860;26.08.2023 14:00;18,4
Trondheim - Voll;SN68860;26.08.2023 15:00;18,9
Trondheim - Voll;SN68860;26.08.2023 16:00;17,8
Trondheim - Voll;SN68860;26.08.2023 17:00;19,9
Trondheim - Voll;SN68860;26.08.2023 18:00;18,5
Trondheim - Voll;SN68860;26.08.2023 19:00;18,1
Trondheim - Voll;SN68860;26.08.2023 20:00;17,4
Trondheim - Voll;SN68860;26.08.2023 21:00;16,7
Trondheim - Voll;SN68860;26.08.2023 22:00;15,1
Trondheim - Voll;SN68860;26.08.2023 23:00;14,3
Trondheim - Voll;SN68860;27.08.2023 00:00;14,5
Trondheim - Voll;SN68860;27.08.2023 01:00;14,2
Trondheim - Voll;SN68860;27.08.2023 02:00;13,4
Trondheim - Voll;SN68860;27.08.2023 03:00;13,4
Trondheim - Voll;SN68860;27.08.2023 04:00;13,5
Trondheim - Voll;SN68860;27.08.2023 05:00;13,7
Trondheim - Voll;SN68860;27.08.2023 06:00;13,5
Trondheim - Voll;SN68860;27.08.2023 07:00;13,5
Trondheim - Voll;SN68860;27.08.2023 08:00;14,4
Trondheim - Voll;SN68860;27.08.2023 09:00;15,4
Trondheim - Voll;SN68860;27.08.2023 10:00;16,4
Trondheim - Voll;SN68860;27.08.2023 11:00;15,1
Trondheim - Voll;SN68860;27.08.2023 12:00;14,9
Trondheim - Voll;SN68860;27.08.2023 13:00;15,8
Trondheim - Voll;SN68860;27.08.2023 14:00;16,6
Trondheim - Voll;SN68860;27.08.2023 15:00;17,8
Trondheim - Voll;SN68860;27.08.2023 16:00;17,7
Trondheim - Voll;SN68860;27.08.2023 17:00;18,5
Trondheim - Voll;SN68860;27.08.2023 18:00;18,2
Trondheim - Voll;SN68860;27.08.2023 19:00;16,6
Trondheim - Voll;SN68860;27.08.2023 20:00;16,5
Trondheim - Voll;SN68860;27.08.2023 21:00;15,8
Trondheim - Voll;SN68860;27.08.2023 22:00;14,9
Trondheim - Voll;SN68860;27.08.2023 23:00;15,1
Trondheim - Voll;SN68860;28.08.2023 00:00;15,4
Trondheim - Voll;SN68860;28.08.2023 01:00;14,6
Trondheim - Voll;SN68860;28.08.2023 02:00;14,2
Trondheim - Voll;SN68860;28.08.2023 03:00;13,3
Trondheim - Voll;SN68860;28.08.2023 04:00;13
Trondheim - Voll;SN68860;28.08.2023 05:00;13,5
Trondheim - Voll;SN68860;28.08.2023 06:00;13,4
Trondheim - Voll;SN68860;28.08.2023 07:00;13,7
Trondheim - Voll;SN68860;28.08.2023 08:00;13,9
Trondheim - Voll;SN68860;28.08.2023 09:00;14,2
Trondheim - Voll;SN68860;28.08.2023 10:00;14,6
Trondheim - Voll;SN68860;28.08.2023 11:00;15,3
Trondheim - Voll;SN68860;28.08.2023 12:00;15,7
Trondheim - Voll;SN68860;28.08.2023 13:00;17,6
Trondheim - Voll;SN68860;28.08.2023 14:00;15,1
Trondheim - Voll;SN68860;28.08.2023 15:00;14,9
Trondheim - Voll;SN68860;28.08.2023 16:00;15
Trondheim - Voll;SN68860;28.08.2023 17:00;14,1
Trondheim - Voll;SN68860;28.08.2023 18:00;13
Trondheim - Voll;SN68860;28.08.2023 19:00;13
Trondheim - Voll;SN68860;28.08.2023 20:00;12,6
Trondheim - Voll;SN68860;28.08.2023 21:00;12,2
Trondheim - Voll;SN68860;28.08.2023 22:00;11,8
Trondheim - Voll;SN68860;28.08.2023 23:00;11,7
Trondheim - Voll;SN68860;29.08.2023 00:00;11,6
Trondheim - Voll;SN68860;29.08.2023 01:00;11,5
Trondheim - Voll;SN68860;29.08.2023 02:00;11,5
Trondheim - Voll;SN68860;29.08.2023 03:00;11,2
Trondheim - Voll;SN68860;29.08.2023 04:00;10,4
Trondheim - Voll;SN68860;29.08.2023 05:00;9,8
Trondheim - Voll;SN68860;29.08.2023 06:00;10,1
Trondheim - Voll;SN68860;29.08.2023 07:00;11,1
Trondheim - Voll;SN68860;29.08.2023 08:00;12
Trondheim - Voll;SN68860;29.08.2023 09:00;13,1
Trondheim - Voll;SN68860;29.08.2023 10:00;14
Trondheim - Voll;SN68860;29.08.2023 11:00;14,1
Trondheim - Voll;SN68860;29.08.2023 12:00;14,8
Trondheim - Voll;SN68860;29.08.2023 13:00;16,2
Trondheim - Voll;SN68860;29.08.2023 14:00;15,9
Trondheim - Voll;SN68860;29.08.2023 15:00;15,8
Trondheim - Voll;SN68860;29.08.2023 16:00;16,1
Trondheim - Voll;SN68860;29.08.2023 17:00;15,1
Trondheim - Voll;SN68860;29.08.2023 18:00;14,4
Trondheim - Voll;SN68860;29.08.2023 19:00;14,4
Trondheim - Voll;SN68860;29.08.2023 20:00;13,6
Trondheim - Voll;SN68860;29.08.2023 21:00;12,8
Trondheim - Voll;SN68860;29.08.2023 22:00;12,2
Trondheim - Voll;SN68860;29.08.2023 23:00;11,6
Trondheim - Voll;SN68860;30.08.2023 00:00;10,9
Trondheim - Voll;SN68860;30.08.2023 01:00;10,6
Trondheim - Voll;SN68860;30.08.2023 02:00;10,1
Trondheim - Voll;SN68860;30.08.2023 03:00;9,9
Trondheim - Voll;SN68860;30.08.2023 04:00;10,4
Trondheim - Voll;SN68860;30.08.2023 05:00;10,8
Trondheim - Voll;SN68860;30.08.2023 06:00;11,3
Trondheim - Voll;SN68860;30.08.2023 07:00;11,5
Trondheim - Voll;SN68860;30.08.2023 08:00;13,2
Trondheim - Voll;SN68860;30.08.2023 09:00;13
Trondheim - Voll;SN68860;30.08.2023 10:00;13
Trondheim - Voll;SN68860;30.08.2023 11:00;13,6
Trondheim - Voll;SN68860;30.08.2023 12:00;14,4
Trondheim - Voll;SN68860;30.08.2023 13:00;15,3
Trondheim - Voll;SN68860;30.08.2023 14:00;15,4
Trondheim - Voll;SN68860;30.08.2023 15:00;16,4
Trondheim - Voll;SN68860;30.08.2023 16:00;16,8
Trondheim - Voll;SN68860;30.08.2023 17:00;16,4
Trondheim - Voll;SN68860;30.08.2023 18:00;16,4
Trondheim - Voll;SN68860;30.08.2023 19:00;14,8
Trondheim - Voll;SN68860;30.08.2023 20:00;12,7
Trondheim - Voll;SN68860;30.08.2023 21:00;12,3
Trondheim - Voll;SN68860;30.08.2023 22:00;12,1
Trondheim - Voll;SN68860;30.08.2023 23:00;11,5
Trondheim - Voll;SN68860;31.08.2023 00:00;12,3
Trondheim - Voll;SN68860;31.08.2023 01:00;11,7
Trondheim - Voll;SN68860;31.08.2023 02:00;10,9
Trondheim - Voll;SN68860;31.08.2023 03:00;10,3
Trondheim - Voll;SN68860;31.08.2023 04:00;10,2
Trondheim - Voll;SN68860;31.08.2023 05:00;9,5
Trondheim - Voll;SN68860;31.08.2023 06:00;9,1
Trondheim - Voll;SN68860;31.08.2023 07:00;9,4
Trondheim - Voll;SN68860;31.08.2023 08:00;9,8
Trondheim - Voll;SN68860;31.08.2023 09:00;11,3
Trondheim - Voll;SN68860;31.08.2023 10:00;12,7
Trondheim - Voll;SN68860;31.08.2023 11:00;13,6
Trondheim - Voll;SN68860;31.08.2023 12:00;14,1
Trondheim - Voll;SN68860;31.08.2023 13:00;13,6
Trondheim - Voll;SN68860;31.08.2023 14:00;14,6
Trondheim - Voll;SN68860;31.08.2023 15:00;15,2
Trondheim - Voll;SN68860;31.08.2023 16:00;15,5
Trondheim - Voll;SN68860;31.08.2023 17:00;15,7
Trondheim - Voll;SN68860;31.08.2023 18:00;14,7
Trondheim - Voll;SN68860;31.08.2023 19:00;13,8
Trondheim - Voll;SN68860;31.08.2023 20:00;12,5
Trondheim - Voll;SN68860;31.08.2023 21:00;12,3
Trondheim - Voll;SN68860;31.08.2023 22:00;11,8
Trondheim - Voll;SN68860;31.08.2023 23:00;11,6
Trondheim - Voll;SN68860;01.09.2023 00:00;11,6
Trondheim - Voll;SN68860;01.09.2023 01:00;11,9
Trondheim - Voll;SN68860;01.09.2023 02:00;11,8
Trondheim - Voll;SN68860;01.09.2023 03:00;11,8
Trondheim - Voll;SN68860;01.09.2023 04:00;11,8
Trondheim - Voll;SN68860;01.09.2023 05:00;11,7
Trondheim - Voll;SN68860;01.09.2023 06:00;11,8
Trondheim - Voll;SN68860;01.09.2023 07:00;12,3
Trondheim - Voll;SN68860;01.09.2023 08:00;12,5
Trondheim - Voll;SN68860;01.09.2023 09:00;13,3
Trondheim - Voll;SN68860;01.09.2023 10:00;14,4
Trondheim - Voll;SN68860;01.09.2023 11:00;14,3
Trondheim - Voll;SN68860;01.09.2023 12:00;14,7
Trondheim - Voll;SN68860;01.09.2023 13:00;14,9
Trondheim - Voll;SN68860;01.09.2023 14:00;15,1
Trondheim - Voll;SN68860;01.09.2023 15:00;14,2
Trondheim - Voll;SN68860;01.09.2023 16:00;14,5
Trondheim - Voll;SN68860;01.09.2023 17:00;13,6
Trondheim - Voll;SN68860;01.09.2023 18:00;13,2
Trondheim - Voll;SN68860;01.09.2023 19:00;12,6
Trondheim - Voll;SN68860;01.09.2023 20:00;11,8
Trondheim - Voll;SN68860;01.09.2023 21:00;10,8
Trondheim - Voll;SN68860;01.09.2023 22:00;10,9
Trondheim - Voll;SN68860;01.09.2023 23:00;10,6
Trondheim - Voll;SN68860;02.09.2023 00:00;9,8
Trondheim - Voll;SN68860;02.09.2023 01:00;9,3
Trondheim - Voll;SN68860;02.09.2023 02:00;9,4
Trondheim - Voll;SN68860;02.09.2023 03:00;9,1
Trondheim - Voll;SN68860;02.09.2023 04:00;9,4
Trondheim - Voll;SN68860;02.09.2023 05:00;9,7
Trondheim - Voll;SN68860;02.09.2023 06:00;10
Trondheim - Voll;SN68860;02.09.2023 07:00;9,9
Trondheim - Voll;SN68860;02.09.2023 08:00;10,5
Trondheim - Voll;SN68860;02.09.2023 09:00;12,7
Trondheim - Voll;SN68860;02.09.2023 10:00;13,3
Trondheim - Voll;SN68860;02.09.2023 11:00;14
Trondheim - Voll;SN68860;02.09.2023 12:00;13,7
Trondheim - Voll;SN68860;02.09.2023 13:00;13,7
Trondheim - Voll;SN68860;02.09.2023 14:00;13,9
Trondheim - Voll;SN68860;02.09.2023 15:00;14,7
Trondheim - Voll;SN68860;02.09.2023 16:00;14
Trondheim - Voll;SN68860;02.09.2023 17:00;13,1
Trondheim - Voll;SN68860;02.09.2023 18:00;13,2
Trondheim - Voll;SN68860;02.09.2023 19:00;12,1
Trondheim - Voll;SN68860;02.09.2023 20:00;11,4
Trondheim - Voll;SN68860;02.09.2023 21:00;11,5
Trondheim - Voll;SN68860;02.09.2023 22:00;11,3
Trondheim - Voll;SN68860;02.09.2023 23:00;11,2
Trondheim - Voll;SN68860;03.09.2023 00:00;10,5
Trondheim - Voll;SN68860;03.09.2023 01:00;10,5
Trondheim - Voll;SN68860;03.09.2023 02:00;9,9
Trondheim - Voll;SN68860;03.09.2023 03:00;9,6
Trondheim - Voll;SN68860;03.09.2023 04:00;9,6
Trondheim - Voll;SN68860;03.09.2023 05:00;9,5
Trondheim - Voll;SN68860;03.09.2023 06:00;9,6
Trondheim - Voll;SN68860;03.09.2023 07:00;10,5
Trondheim - Voll;SN68860;03.09.2023 08:00;10,7
Trondheim - Voll;SN68860;03.09.2023 09:00;10,9
Trondheim - Voll;SN68860;03.09.2023 10:00;11,2
Trondheim - Voll;SN68860;03.09.2023 11:00;12,2
Trondheim - Voll;SN68860;03.09.2023 12:00;12,3
Trondheim - Voll;SN68860;03.09.2023 13:00;12,9
Trondheim - Voll;SN68860;03.09.2023 14:00;13,1
Trondheim - Voll;SN68860;03.09.2023 15:00;13,1
Trondheim - Voll;SN68860;03.09.2023 16:00;12,9
Trondheim - Voll;SN68860;03.09.2023 17:00;12,6
Trondheim - Voll;SN68860;03.09.2023 18:00;12,4
Trondheim - Voll;SN68860;03.09.2023 19:00;12,5
Trondheim - Voll;SN68860;03.09.2023 20:00;12,8
Trondheim - Voll;SN68860;03.09.2023 21:00;12,9
Trondheim - Voll;SN68860;03.09.2023 22:00;12,6
Trondheim - Voll;SN68860;03.09.2023 23:00;12,5
Trondheim - Voll;SN68860;04.09.2023 00:00;12,6
Trondheim - Voll;SN68860;04.09.2023 01:00;11,7
Trondheim - Voll;SN68860;04.09.2023 02:00;11,6
Trondheim - Voll;SN68860;04.09.2023 03:00;11,8
Trondheim - Voll;SN68860;04.09.2023 04:00;11,7
Trondheim - Voll;SN68860;04.09.2023 05:00;11,6
Trondheim - Voll;SN68860;04.09.2023 06:00;12
Trondheim - Voll;SN68860;04.09.2023 07:00;12,5
Trondheim - Voll;SN68860;04.09.2023 08:00;13,2
Trondheim - Voll;SN68860;04.09.2023 09:00;13,6
Trondheim - Voll;SN68860;04.09.2023 10:00;15,2
Trondheim - Voll;SN68860;04.09.2023 11:00;15,6
Trondheim - Voll;SN68860;04.09.2023 12:00;14,9
Trondheim - Voll;SN68860;04.09.2023 13:00;14,3
Trondheim - Voll;SN68860;04.09.2023 14:00;14,2
Trondheim - Voll;SN68860;04.09.2023 15:00;13,8
Trondheim - Voll;SN68860;04.09.2023 16:00;14,6
Trondheim - Voll;SN68860;04.09.2023 17:00;15
Trondheim - Voll;SN68860;04.09.2023 18:00;14,4
Trondheim - Voll;SN68860;04.09.2023 19:00;12
Trondheim - Voll;SN68860;04.09.2023 20:00;11,1
Trondheim - Voll;SN68860;04.09.2023 21:00;11,2
Trondheim - Voll;SN68860;04.09.2023 22:00;10,8
Trondheim - Voll;SN68860;04.09.2023 23:00;10,7
Trondheim - Voll;SN68860;05.09.2023 00:00;10,7
Trondheim - Voll;SN68860;05.09.2023 01:00;10,7
Trondheim - Voll;SN68860;05.09.2023 02:00;9,6
Trondheim - Voll;SN68860;05.09.2023 03:00;9,6
Trondheim - Voll;SN68860;05.09.2023 04:00;9,4
Trondheim - Voll;SN68860;05.09.2023 05:00;9,6
Trondheim - Voll;SN68860;05.09.2023 06:00;9,7
Trondheim - Voll;SN68860;05.09.2023 07:00;9,8
Trondheim - Voll;SN68860;05.09.2023 08:00;10
Trondheim - Voll;SN68860;05.09.2023 09:00;10,6
Trondheim - Voll;SN68860;05.09.2023 10:00;11,7
Trondheim - Voll;SN68860;05.09.2023 11:00;10,2
Trondheim - Voll;SN68860;05.09.2023 12:00;11
Trondheim - Voll;SN68860;05.09.2023 13:00;10,5
Trondheim - Voll;SN68860;05.09.2023 14:00;12,5
Trondheim - Voll;SN68860;05.09.2023 15:00;12
Trondheim - Voll;SN68860;05.09.2023 16:00;10,6
Trondheim - Voll;SN68860;05.09.2023 17:00;9,7
Trondheim - Voll;SN68860;05.09.2023 18:00;10
Trondheim - Voll;SN68860;05.09.2023 19:00;10,3
Trondheim - Voll;SN68860;05.09.2023 20:00;9,7
Trondheim - Voll;SN68860;05.09.2023 21:00;9,6
Trondheim - Voll;SN68860;05.09.2023 22:00;9,7
Trondheim - Voll;SN68860;05.09.2023 23:00;9,4
Trondheim - Voll;SN68860;06.09.2023 00:00;9,7
Trondheim - Voll;SN68860;06.09.2023 01:00;9,9
Trondheim - Voll;SN68860;06.09.2023 02:00;10
Trondheim - Voll;SN68860;06.09.2023 03:00;10,2
Trondheim - Voll;SN68860;06.09.2023 04:00;9,5
Trondheim - Voll;SN68860;06.09.2023 05:00;9
Trondheim - Voll;SN68860;06.09.2023 06:00;8,7
Trondheim - Voll;SN68860;06.09.2023 07:00;8,1
Trondheim - Voll;SN68860;06.09.2023 08:00;10,2
Trondheim - Voll;SN68860;06.09.2023 09:00;11,1
Trondheim - Voll;SN68860;06.09.2023 10:00;12,8
Trondheim - Voll;SN68860;06.09.2023 11:00;14,3
Trondheim - Voll;SN68860;06.09.2023 12:00;13,9
Trondheim - Voll;SN68860;06.09.2023 13:00;14
Trondheim - Voll;SN68860;06.09.2023 14:00;14,3
Trondheim - Voll;SN68860;06.09.2023 15:00;14,1
Trondheim - Voll;SN68860;06.09.2023 16:00;14,2
Trondheim - Voll;SN68860;06.09.2023 17:00;14,7
Trondheim - Voll;SN68860;06.09.2023 18:00;14,4
Trondheim - Voll;SN68860;06.09.2023 19:00;12,3
Trondheim - Voll;SN68860;06.09.2023 20:00;11
Trondheim - Voll;SN68860;06.09.2023 21:00;9,8
Trondheim - Voll;SN68860;06.09.2023 22:00;8,9
Trondheim - Voll;SN68860;06.09.2023 23:00;8,5
Trondheim - Voll;SN68860;07.09.2023 00:00;8,2
Trondheim - Voll;SN68860;07.09.2023 01:00;8,3
Trondheim - Voll;SN68860;07.09.2023 02:00;8,1
Trondheim - Voll;SN68860;07.09.2023 03:00;7,9
Trondheim - Voll;SN68860;07.09.2023 04:00;7,5
Trondheim - Voll;SN68860;07.09.2023 05:00;7,9
Trondheim - Voll;SN68860;07.09.2023 06:00;8,2
Trondheim - Voll;SN68860;07.09.2023 07:00;8,8
Trondheim - Voll;SN68860;07.09.2023 08:00;10,5
Trondheim - Voll;SN68860;07.09.2023 09:00;11,3
Trondheim - Voll;SN68860;07.09.2023 10:00;13,5
Trondheim - Voll;SN68860;07.09.2023 11:00;14,2
Trondheim - Voll;SN68860;07.09.2023 12:00;14,8
Trondheim - Voll;SN68860;07.09.2023 13:00;15,8
Trondheim - Voll;SN68860;07.09.2023 14:00;16,7
Trondheim - Voll;SN68860;07.09.2023 15:00;18,1
Trondheim - Voll;SN68860;07.09.2023 16:00;16,4
Trondheim - Voll;SN68860;07.09.2023 17:00;16,4
Trondheim - Voll;SN68860;07.09.2023 18:00;16,9
Trondheim - Voll;SN68860;07.09.2023 19:00;14,6
Trondheim - Voll;SN68860;07.09.2023 20:00;14,5
Trondheim - Voll;SN68860;07.09.2023 21:00;14,2
Trondheim - Voll;SN68860;07.09.2023 22:00;12,5
Trondheim - Voll;SN68860;07.09.2023 23:00;13,5
Trondheim - Voll;SN68860;08.09.2023 00:00;13,3
Trondheim - Voll;SN68860;08.09.2023 01:00;13,6
Trondheim - Voll;SN68860;08.09.2023 02:00;12,5
Trondheim - Voll;SN68860;08.09.2023 03:00;11,2
Trondheim - Voll;SN68860;08.09.2023 04:00;10,9
Trondheim - Voll;SN68860;08.09.2023 05:00;10,8
Trondheim - Voll;SN68860;08.09.2023 06:00;10,8
Trondheim - Voll;SN68860;08.09.2023 07:00;11,6
